"","Sample.ID","Sampling.Site","Start.Date.Time","Stop.Date.Time","Phase","Mud","Ethane","Ethene","Propane","Propene","i.Butane","n.Butane","Ethyne","trans.2.Butene","X1.Butene","cis.2.Butene","Cycopentane","i.Pentane","n.Pentane","trans.2.Pentene","X1.Pentene","cis.2.Pentene","n.Hexane","Isoprene","X2.4.Dimethylpentane","n.Heptane","Benzene","Cyclohexane","X2.3.Dimethylpentane","X2.Methylhexane","X3.Methylhexane","X2.2.4.Trimethylpentane","Methylcyclohexane","X2.3.4.Trimethylpentane","Toluene","X2.Methylheptane","X3.Methylheptane","n.Octane","Ethylbenzene","m..and.p.Xylene","Styrene","o.Xylene","n.Nonane","i.Propylbenzene","n.Propylbenzene","X3.Ethyltoluene","X4.Ethyltoluene","X1.3.5.Trimethylbenzene","X2.Ethyltoluene","X1.2.4.Trimethylbenzene","n.Decane","X1.2.3.Trimethylbenzene","X1.3.Diethylbenzene","X1.4.Diethylbenzene","C2HCl3","C2Cl4","Methane","Ozone"
"44","SS-6.0-34_CCOB_ANTHEM_01_IMPACT_20200514_20200521","Anthem",2020-05-14,2020-05-21,"pre",NA,7.247,0.371,3.821,0.093,0.608,1.614,0.295,0.003,0.028,0.006,0.039,0.528,0.528,0.004,0.018,0.007,0.207,0.014,0.012,0.066,0.1,0.045,0.045,0.034,0.031,0.012,0.057,0.011,0.134,0.014,0.005,0.038,0.014,0.053,0.008,0.011,0.023,0.009,0.012,0.007,0.015,0.005,0.009,0.014,0.013,0.078,0.011,0.007,0.009,0.002,1956,61.0578
"45","SS-6.0-55_CCOB_ANTHEM_01_IMPACT_20200521_20200528","Anthem",2020-05-21,2020-05-28,"pre",NA,4.715,0.533,2.132,0.084,0.323,0.892,0.412,0.009,0.02,0.006,0.028,0.324,0.314,0.004,0.018,0.007,0.139,0.01,0.012,0.06,0.08,0.04,0.016,0.032,0.022,0.012,0.021,0.011,0.233,0.014,0.005,0.046,0.015,0.063,0.008,0.011,0.031,0.009,0.012,0.007,0.015,0.005,0.009,0.012,0.013,0.078,0.011,0.007,0.009,0.002,1940,56.30855
"46","SS-6.0-50_CCOB_ANTHEM_01_IMPACT_20200528_20200604","Anthem",2020-05-28,2020-06-04,"pre",NA,5.461,0.695,2.761,0.079,0.459,1.247,0.605,0.016,0.036,0.022,0.055,0.549,0.49,0.004,0.018,0.007,0.18,0.039,0.012,0.084,0.088,0.082,0.044,0.018,0.051,0.039,0.07,0.011,0.546,0.014,0.005,0.05,0.02,0.085,0.008,0.011,0.045,0.009,0.012,0.012,0.015,0.005,0.009,0.024,0.053,0.078,0.011,0.007,0.01,0.005,1948,47.68535
"47","SS-6.0-54_CCOB_ANTHEM_01_IMPACT_20200604_20200611","Anthem",2020-06-04,2020-06-11,"pre",NA,4.555,0.589,1.929,0.114,0.305,0.834,0.551,0.014,0.02,0.006,0.026,0.364,0.316,0.004,0.018,0.007,0.138,0.044,0.012,0.056,0.073,0.048,0.016,0.014,0.021,0.025,0.021,0.011,0.276,0.014,0.005,0.046,0.023,0.084,0.008,0.011,0.035,0.009,0.012,0.008,0.015,0.005,0.009,0.012,0.013,0.078,0.011,0.007,0.008,0.001,1833,55.78725
"48","SS-6.0-26_CCOB_ANTHEM_01_IMPACT_20200611_20200618","Anthem",2020-06-11,2020-06-18,"pre",NA,4.852,0.575,2.277,0.063,0.39,1.051,0.428,0.003,0.022,0.006,0.028,0.48,0.407,0.004,0.018,0.007,0.146,0.066,0.012,0.056,0.1,0.06,0.016,0.027,0.034,0.033,0.045,0.011,0.171,0.014,0.005,0.039,0.017,0.062,0.008,0.027,0.028,0.009,0.012,0.01,0.015,0.005,0.009,0.016,0.013,0.078,0.011,0.007,0.009,0.004,1919,63.8269
"49","SS-6.0-48_CCOB_ANTHEM_01_IMPACT_20200618_20200625","Anthem",2020-06-18,2020-06-25,"pre",NA,5.28,0.613,2.606,0.091,0.408,1.094,0.603,0.007,0.024,0.006,0.04,0.441,0.412,0.004,0.018,0.007,0.171,0.067,0.012,0.061,0.075,0.019,0.016,0.014,0.022,0.028,0.044,0.011,0.189,0.014,0.005,0.037,0.016,0.062,0.008,0.011,0.011,0.009,0.012,0.01,0.015,0.005,0.009,0.017,0.03,0.078,0.011,0.007,0.01,0.001,1902,50.32325
"50","SS_6.0_04_CCOB_ANTHEM_01_IMPACT_20200625_20200702","Anthem",2020-06-25,2020-07-02,"pre",NA,3.656,0.415,1.668,0.056,0.258,0.71,0.401,0.003,0.019,0.006,0.023,0.363,0.288,0.004,0.018,0.007,0.114,0.084,0.012,0.046,0.073,0.019,0.016,0.019,0.027,0.012,0.042,0.011,0.149,0.014,0.005,0.037,0.022,0.055,0.008,0.011,0.025,0.009,0.012,0.009,0.015,0.005,0.009,0.017,0.029,0.078,0.011,0.007,0.008,0.001,2316,56.8204
"51","SS_6.0_23_CCOB_ANTHEM_01_IMPACT_20200702_20200709","Anthem",2020-07-02,2020-07-09,"pre",NA,5.227,0.446,2.779,0.079,0.426,1.171,0.371,0.003,0.017,0.006,0.035,0.511,0.46,0.004,0.018,0.007,0.185,0.101,0.012,0.065,0.184,0.051,0.037,0.023,0.034,0.03,0.051,0.011,0.168,0.014,0.014,0.045,0.016,0.05,0.008,0.011,0.035,0.009,0.012,0.01,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.009,0.002,1943,56.60895
"52","SS_6.0_26_CCOB_ANTHEM_01_IMPACT_20200709_20200716","Anthem",2020-07-09,2020-07-16,"pre",NA,7.942,0.602,4.256,0.087,0.666,1.779,0.671,0.003,0.021,0.006,0.045,0.664,0.618,0.004,0.018,0.007,0.214,0.07,0.012,0.072,0.09,0.019,0.016,0.015,0.035,0.027,0.061,0.011,0.189,0.014,0.005,0.047,0.014,0.07,0.008,0.011,0.025,0.009,0.012,0.011,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.01,0.002,1989,65.0679
"53","SS_6.0_01_CCOB_ANTHEM_01_IMPACT_20200716_20200723","Anthem",2020-07-16,2020-07-23,"pre",NA,7.836,0.55,4.698,0.092,0.739,1.962,0.698,0.003,0.027,0.006,0.051,0.666,0.628,0.004,0.018,0.007,0.231,0.077,0.012,0.066,0.1,0.019,0.016,0.018,0.024,0.026,0.072,0.011,0.166,0.014,0.005,0.038,0.013,0.052,0.008,0.023,0.011,0.009,0.012,0.01,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.009,0.003,1831,57.4941
"54","SS_6.0_29_CCOB_ANTHEM_01_IMPACT_20200723_20200730","Anthem",2020-07-23,2020-07-30,"pre",NA,6.641,0.67,3.494,0.098,0.517,1.354,0.801,0.007,0.018,0.006,0.049,0.627,0.558,0.004,0.018,0.007,0.192,0.076,0.012,0.043,0.11,0.05,0.036,0.017,0.041,0.046,0.057,0.011,0.215,0.014,0.005,0.041,0.019,0.097,0.008,0.024,0.028,0.009,0.012,0.015,0.015,0.005,0.009,0.023,0.013,0.078,0.011,0.007,0.012,0.002,1918,53.7766
"55","SS_6.0_28_CCOB_ANTHEM_01_IMPACT_20200730_20200806","Anthem",2020-07-30,2020-08-06,"pre",NA,6.432,0.661,3.253,0.078,0.505,1.385,0.71,0.008,0.018,0.006,0.045,0.559,0.5,0.004,0.018,0.007,0.204,0.057,0.012,0.054,0.085,0.056,0.016,0.019,0.036,0.042,0.043,0.011,0.146,0.014,0.013,0.04,0.022,0.079,0.008,0.011,0.043,0.009,0.012,0.016,0.015,0.005,0.009,0.022,0.033,0.078,0.011,0.007,0.01,0.002,2037,55.10295
"56","SS_6.0_43_CCOB_ANTHEM_01_IMPACT_20200806_20200813","Anthem",2020-08-06,2020-08-13,"pre",NA,5.862,1.262,2.658,0.183,0.43,1.134,1.417,0.016,0.03,0.006,0.039,0.532,0.432,0.004,0.018,0.007,0.18,0.087,0.012,0.069,0.17,0.054,0.035,0.021,0.038,0.034,0.021,0.011,0.213,0.014,0.005,0.041,0.026,0.086,0.008,0.023,0.035,0.009,0.012,0.011,0.015,0.005,0.009,0.02,0.041,0.078,0.011,0.007,0.011,0.001,2083,66.6822
"57","SS_6.0_34_CCOB_ANTHEM_01_IMPACT_20200813_20200820","Anthem",2020-08-13,2020-08-20,"pre",NA,6.543,1.081,3.427,0.143,0.505,1.378,1.804,0.008,0.028,0.006,0.037,0.603,0.49,0.004,0.018,0.007,0.189,0.093,0.012,0.063,0.196,0.019,0.032,0.03,0.037,0.036,0.061,0.029,0.276,0.055,0.055,0.033,0.02,0.075,0.008,0.031,0.032,0.009,0.012,0.019,0.015,0.005,0.009,0.022,0.013,0.078,0.011,0.007,0.011,0.002,1970,66.07055
"58","SS_6.0_54_CCOB_ANTHEM_01_IMPACT_20200820_20200827","Anthem",2020-08-20,2020-08-27,"pre",NA,7.502,1.101,3.028,0.131,0.456,1.202,1.483,0.003,0.018,0.006,0.039,0.596,0.509,0.004,0.018,0.007,0.197,0.105,0.012,0.08,0.273,0.049,0.037,0.033,0.037,0.034,0.047,0.011,0.252,0.014,0.005,0.052,0.031,0.112,0.008,0.033,0.042,0.009,0.012,0.015,0.015,0.005,0.009,0.023,0.027,0.078,0.011,0.007,0.01,0.002,1931,79.63235
"59","SS_6.0_38_CCOB_ANTHEM_01_IMPACT_20200827_20200903","Anthem",2020-08-27,2020-09-03,"pre",NA,4.753,0.531,2.323,0.076,0.345,0.944,0.612,0.003,0.008,0.006,0.031,0.431,0.437,0.004,0.018,0.007,0.159,0.053,0.012,0.071,0.097,0.019,0.016,0.016,0.037,0.03,0.021,0.011,0.182,0.014,0.005,0.045,0.024,0.099,0.008,0.011,0.044,0.009,0.012,0.016,0.015,0.005,0.009,0.027,0.03,0.078,0.011,0.007,0.01,0.003,1884,58.665
"60","SS_6.0_39_CCOB_ANTHEM_01_IMPACT_20200903_20200910","Anthem",2020-09-03,2020-09-10,"pre",NA,5.685,1.12,2.63,0.21,0.403,1.109,0.864,0.003,0.041,0.006,0.037,0.535,0.436,0.004,0.018,0.007,0.146,0.129,0.012,0.059,0.199,0.019,0.016,0.025,0.03,0.012,0.021,0.011,0.219,0.014,0.005,0.036,0.024,0.085,0.008,0.026,0.035,0.009,0.012,0.014,0.015,0.005,0.009,0.024,0.059,0.078,0.011,0.007,0.009,0.001,1893,58.21275
"61","SS_6.0_33_CCOB_ANTHEM_01_IMPACT_20200910_20200917","Anthem",2020-09-10,2020-09-17,"pre",NA,6.694,1.347,3.277,0.141,0.522,1.35,2.272,0.003,0.025,0.006,0.034,0.544,0.477,0.004,0.018,0.007,0.174,0.03,0.012,0.054,0.24,0.019,0.034,0.017,0.037,0.027,0.021,0.011,0.194,0.014,0.005,0.029,0.022,0.091,0.008,0.033,0.024,0.009,0.012,0.016,0.015,0.005,0.009,0.025,0.013,0.078,0.011,0.007,0.011,0.001,1919,58.6121
"62","SS_6.0_36_CCOB_ANTHEM_01_IMPACT_20200917_20200924","Anthem",2020-09-17,2020-09-24,"pre",NA,8.637,2.511,3.854,0.17,0.594,1.553,4.889,0.007,0.026,0.006,0.04,0.633,0.546,0.004,0.018,0.007,0.219,0.043,0.012,0.066,0.379,0.063,0.043,0.036,0.041,0.034,0.057,0.011,0.234,0.014,0.005,0.038,0.026,0.093,0.008,0.031,0.028,0.009,0.012,0.017,0.015,0.005,0.009,0.027,0.038,0.078,0.011,0.007,0.011,0.002,1972,61.82945
"63","SS_6.0_21_CCOB_ANTHEM_01_IMPACT_20200924_20201001","Anthem",2020-09-24,2020-10-01,"prod",NA,8.338,1.604,4.008,0.196,0.677,1.769,3.087,0.009,0.029,0.006,0.049,0.721,0.632,0.004,0.018,0.007,0.232,0.026,0.012,0.063,0.248,0.061,0.042,0.02,0.033,0.04,0.059,0.011,0.223,0.014,0.01,0.034,0.021,0.085,0.008,0.011,0.011,0.009,0.012,0.011,0.015,0.005,0.009,0.017,0.038,0.078,0.011,0.007,0.013,0.003,2016,58.42355
"64","SS_6.0_22_CCOB_ANTHEM_01_IMPACT_20201001_20201008","Anthem",2020-10-01,2020-10-08,"prod",NA,8.138,1.851,3.55,0.144,0.619,1.579,3.79,0.003,0.023,0.006,0.041,0.673,0.549,0.004,0.018,0.007,0.218,0.009,0.012,0.067,0.319,0.061,0.037,0.031,0.043,0.047,0.021,0.011,0.251,0.014,0.005,0.037,0.03,0.088,0.008,0.031,0.011,0.009,0.012,0.012,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.016,0.002,1989,64.15
"65","SS_6.0_53_CCOB_ANTHEM_01_IMPACT_20201008_20201015","Anthem",2020-10-08,2020-10-15,"prod",NA,5.226,1.052,2.302,0.094,0.386,1.041,1.979,0.003,0.016,0.006,0.025,0.397,0.341,0.004,0.018,0.007,0.119,0.004,0.012,0.037,0.147,0.019,0.016,0.023,0.019,0.012,0.021,0.011,0.12,0.014,0.005,0.015,0.01,0.032,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.009,0.001,1951,55.72355
"66","SS_6.0_58_CCOB_ANTHEM_01_IMPACT_20201015_20201022","Anthem",2020-10-15,2020-10-22,"prod",NA,13.64,1.385,7.039,0.222,1.149,3.066,1.185,0.008,0.028,0.006,0.072,0.967,0.944,0.004,0.018,0.007,0.338,0.004,0.012,0.092,0.193,0.114,0.067,0.04,0.043,0.051,0.064,0.011,0.287,0.014,0.005,0.049,0.02,0.098,0.008,0.023,0.011,0.009,0.012,0.013,0.015,0.005,0.009,0.019,0.013,0.078,0.011,0.007,0.015,0.004,2087,35.95435
"67","SS_6.0_52_CCOB_ANTHEM_01_IMPACT_20201022_20201029","Anthem",2020-10-22,2020-10-29,"prod",NA,14.382,1.159,7.752,0.166,1.252,3.371,0.823,0.007,0.023,0.006,0.079,0.967,0.948,0.004,0.018,0.007,0.315,0.004,0.012,0.088,0.163,0.086,0.058,0.035,0.048,0.07,0.07,0.011,0.218,0.014,0.027,0.042,0.022,0.099,0.008,0.024,0.031,0.009,0.012,0.013,0.015,0.005,0.009,0.022,0.013,0.078,0.011,0.007,0.012,0.005,2228,41.65325
"68","SS_6.0_28_CCOB_ANTHEM_01_IMPACT_20201029_20201106","Anthem",2020-10-29,2020-11-05,"prod",NA,11.938,0.824,6.28,0.118,1.08,2.877,0.64,0.003,0.016,0.006,0.073,0.958,0.887,0.004,0.018,0.007,0.333,0.002,0.012,0.107,0.16,0.11,0.074,0.047,0.062,0.056,0.08,0.011,0.262,0.014,0.022,0.039,0.024,0.104,0.008,0.033,0.033,0.009,0.012,0.012,0.015,0.005,0.009,0.023,0.013,0.078,0.011,0.007,0.015,0.007,2010,43.10295
"69","SS_6.0_04_CCOB_ANTHEM_01_IMPACT_20201105_20201112","Anthem",2020-11-05,2020-11-12,"prod",NA,9.153,0.742,4.373,0.151,0.808,2.234,0.554,0.006,0.008,0.006,0.054,0.727,0.648,0.004,0.018,0.007,0.252,0.002,0.012,0.091,0.124,0.062,0.051,0.034,0.052,0.034,0.063,0.011,0.204,0.014,0.005,0.047,0.021,0.082,0.008,0.023,0.023,0.009,0.012,0.01,0.015,0.005,0.009,0.017,0.013,0.078,0.011,0.007,0.012,0.005,2028,48.38255
"70","SS_6.0_58_CCOB_ANTHEM_01_IMPACT_20201112_20201119","Anthem",2020-11-12,2020-11-19,"prod",NA,7,0.715,3.152,0.104,0.56,1.572,0.541,0.015,0.008,0.006,0.033,0.533,0.468,0.004,0.018,0.007,0.161,0.002,0.012,0.062,0.097,0.047,0.04,0.021,0.034,0.012,0.046,0.011,0.172,0.014,0.012,0.028,0.019,0.091,0.008,0.03,0.032,0.009,0.012,0.012,0.015,0.005,0.009,0.016,0.03,0.078,0.011,0.007,0.003,0.012,1954,44.81175
"71","SS_6.0_02_CCOB_ANTHEM_01_IMPACT_20201119_20201126","Anthem",2020-11-19,2020-11-26,"prod",NA,11.37,1.039,4.911,0.124,0.863,2.225,0.74,0.003,0.017,0.006,0.047,0.699,0.617,0.004,0.018,0.007,0.253,0.004,0.012,0.079,0.137,0.086,0.053,0.032,0.043,0.045,0.062,0.011,0.224,0.014,0.005,0.041,0.025,0.108,0.008,0.026,0.023,0.009,0.012,0.011,0.015,0.005,0.009,0.014,0.013,0.078,0.011,0.007,0.003,0.015,2072,41.96455
"72","SS_6.0_01_CCOB_ANTHEM_01_IMPACT_20201126_20201203","Anthem",2020-11-26,2020-12-03,"prod",NA,9.54,0.936,3.951,0.124,0.663,1.701,0.661,0.007,0.008,0.006,0.037,0.528,0.45,0.004,0.018,0.007,0.174,0.004,0.012,0.063,0.119,0.061,0.016,0.017,0.032,0.03,0.047,0.011,0.17,0.014,0.011,0.028,0.027,0.082,0.008,0.011,0.031,0.009,0.012,0.009,0.015,0.005,0.009,0.016,0.013,0.078,0.011,0.007,0.003,0.011,2009,45.92375
"73","SS_6.0_21_CCOB_ANTHEM_01_IMPACT_20201203_20201210","Anthem",2020-12-03,2020-12-10,"prod",NA,10.034,1.07,4.172,0.19,0.779,2.017,0.678,0.01,0.025,0.006,0.041,0.688,0.535,0.004,0.018,0.007,0.213,0.005,0.025,0.077,0.137,0.065,0.058,0.043,0.064,0.059,0.057,0.011,0.292,0.014,0.02,0.041,0.03,0.111,0.008,0.037,0.011,0.009,0.012,0.01,0.015,0.005,0.009,0.014,0.013,0.078,0.011,0.007,0.004,0.015,2003,45.2031
"74","SS_6.0_19_CCOB_ANTHEM_01_IMPACT_20201210_20201217","Anthem",2020-12-10,2020-12-17,"prod",NA,16.917,1.18,8.778,0.171,1.489,3.883,0.795,0.007,0.024,0.006,0.085,1.133,1.139,0.004,0.018,0.007,0.415,0.002,0.012,0.107,0.176,0.118,0.064,0.038,0.061,0.046,0.082,0.011,0.225,0.03,0.012,0.066,0.027,0.103,0.008,0.034,0.045,0.009,0.012,0.013,0.015,0.005,0.009,0.021,0.013,0.078,0.011,0.007,0.005,0.012,2107,42.4532
"75","SS_6.0_39_CCOB_ANTHEM_01_IMPACT_20201217_20201224","Anthem",2020-12-17,2020-12-24,"prod",NA,10.576,0.889,4.654,0.132,0.894,2.23,0.648,0.01,0.024,0.006,0.052,0.661,0.619,0.004,0.018,0.007,0.256,0.002,0.012,0.076,0.146,0.069,0.055,0.029,0.051,0.027,0.063,0.011,0.184,0.014,0.01,0.049,0.033,0.101,0.008,0.011,0.023,0.009,0.012,0.01,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.004,0.013,2018,44.76185
"76","SS_6.0_33_CCOB_ANTHEM_01_IMPACT_20201224_20201231","Anthem",2020-12-24,2020-12-31,"prod",NA,16.311,1.079,8.327,0.145,1.466,3.727,0.807,0.013,0.017,0.006,0.073,1.061,1.007,0.004,0.018,0.007,0.356,0.002,0.012,0.097,0.173,0.108,0.056,0.025,0.063,0.048,0.079,0.011,0.196,0.014,0.018,0.037,0.029,0.082,0.008,0.011,0.011,0.009,0.012,0.007,0.015,0.005,0.009,0.011,0.013,0.078,0.011,0.007,0.01,0.013,2123,42.29445
"77","SS_6.0_35_CCOB_ANTHEM_01_IMPACT_20201231_20210107","Anthem",2020-12-31,2021-01-07,"prod",NA,11.586,1.057,5.321,0.167,0.996,2.441,0.818,0.017,0.025,0.006,0.057,0.765,0.723,0.004,0.018,0.007,0.299,0.002,0.012,0.09,0.156,0.076,0.055,0.033,0.051,0.048,0.065,0.011,0.221,0.014,0.013,0.046,0.023,0.111,0.008,0.029,0.043,0.009,0.012,0.014,0.015,0.005,0.009,0.021,0.037,0.078,0.011,0.007,0.003,0.013,2050,46.709
"78","SS_6.0_29_CCOB_ANTHEM_01_IMPACT_20210107_20210114","Anthem",2021-01-07,2021-01-14,"prod",NA,16.679,1.324,8.407,0.194,1.454,3.867,0.939,0.014,0.029,0.006,0.092,1.151,1.152,0.004,0.018,0.007,0.478,0.005,0.026,0.14,0.194,0.143,0.089,0.045,0.068,0.077,0.118,0.011,0.288,0.014,0.022,0.059,0.029,0.114,0.008,0.037,0.029,0.009,0.012,0.017,0.015,0.005,0.009,0.024,0.013,0.078,0.011,0.007,0.006,0.017,2109,43.80335
"79","SS_6.0_01_CCOB_ANTHEM_01_IMPACT_20210114_20210121","Anthem",2021-01-14,2021-01-21,"prod",NA,8.232,0.771,3.321,0.106,0.589,1.469,0.625,0.008,0.018,0.006,0.037,0.467,0.411,0.004,0.018,0.007,0.186,0.002,0.012,0.051,0.125,0.049,0.016,0.022,0.033,0.012,0.021,0.011,0.177,0.014,0.005,0.024,0.02,0.065,0.008,0.036,0.022,0.009,0.012,0.008,0.015,0.005,0.009,0.013,0.038,0.078,0.011,0.007,0.002,0.011,1981,43.55865
"80","SS_6.0_32_CCOB_ANTHEM_01_IMPACT_20210121_20210128","Anthem",2021-01-21,2021-01-28,"prod",NA,13.788,0.929,7.115,0.122,1.18,3.062,0.766,0.007,0.016,0.006,0.068,0.881,0.938,0.004,0.018,0.007,0.375,0.002,0.012,0.097,0.152,0.092,0.052,0.031,0.062,0.036,0.1,0.011,0.204,0.014,0.015,0.054,0.022,0.09,0.008,0.025,0.03,0.009,0.012,0.008,0.015,0.005,0.009,0.018,0.013,0.078,0.011,0.007,0.004,0.014,2099,31.5295
"81","SS_6.0_15_CCOB_ANTHEM_01_IMPACT_20210128_20210204","Anthem",2021-01-28,2021-02-04,"prod",NA,11.921,1.046,5.163,0.148,0.972,2.488,0.827,0.012,0.02,0.006,0.055,0.763,0.713,0.004,0.018,0.007,0.297,0.002,0.012,0.103,0.142,0.098,0.064,0.04,0.067,0.064,0.061,0.011,0.258,0.014,0.015,0.041,0.03,0.116,0.008,0.036,0.027,0.009,0.012,0.012,0.015,0.005,0.009,0.019,0.029,0.078,0.011,0.007,0.004,0.02,2015,46.03225
"82","SS_6.0_43_CCOB_ANTHEM_01_IMPACT_20210204_20210211","Anthem",2021-02-04,2021-02-11,"prod",NA,12.706,0.618,6.526,0.093,1.027,2.714,0.579,0.003,0.008,0.006,0.052,0.741,0.786,0.004,0.018,0.007,0.264,0.002,0.012,0.059,0.125,0.078,0.04,0.022,0.037,0.026,0.066,0.011,0.109,0.014,0.012,0.04,0.018,0.035,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.003,0.008,2058,46.1558
"83","SS_6.0_23_CCOB_ANTHEM_01_IMPACT_20210211_20210218","Anthem",2021-02-11,2021-02-18,"prod",NA,26.629,1.147,13.253,0.139,1.982,5.133,1.003,0.01,0.021,0.006,0.103,1.356,1.458,0.004,0.018,0.007,0.502,0.004,0.012,0.125,0.185,0.141,0.083,0.047,0.066,0.046,0.117,0.011,0.196,0.03,0.02,0.051,0.018,0.085,0.008,0.025,0.03,0.009,0.012,0.014,0.015,0.005,0.009,0.021,0.033,0.078,0.011,0.007,0.005,0.014,2224,39.426
"84","SS_6.0_01_CCOB_ANTHEM_01_IMPACT_20210218_20210225","Anthem",2021-02-18,2021-02-25,"prod",NA,8.69,0.581,4.047,0.075,0.722,1.886,0.697,0.011,0.016,0.006,0.046,0.538,0.534,0.004,0.018,0.007,0.212,0.002,0.012,0.066,0.136,0.058,0.016,0.02,0.022,0.025,0.021,0.011,0.12,0.014,0.005,0.025,0.01,0.061,0.008,0.011,0.011,0.009,0.012,0.008,0.015,0.005,0.009,0.013,0.013,0.078,0.011,0.007,0.002,0.008,1973,45.4766
"85","SS_6.0_56_CCOB_ANTHEM_01_IMPACT_20200225_20210304","Anthem",2021-02-25,2021-03-04,"prod",NA,9.008,0.76,3.116,0.099,0.577,1.447,0.839,0.006,0.008,0.006,0.028,0.458,0.403,0.004,0.018,0.007,0.186,0.002,0.012,0.06,0.127,0.041,0.016,0.027,0.03,0.042,0.021,0.011,0.152,0.014,0.005,0.023,0.015,0.074,0.008,0.024,0.027,0.009,0.012,0.009,0.015,0.005,0.009,0.01,0.013,0.078,0.011,0.007,0.003,0.012,2002,46.8617
"86","SS_6.0_46_CCOB_ANTHEM_01_IMPACT_20210304_20210311","Anthem",2021-03-04,2021-03-11,"prod",NA,10.181,0.533,4.451,0.081,0.753,1.99,0.557,0.003,0.008,0.006,0.04,0.578,0.55,0.004,0.018,0.007,0.232,0.002,0.012,0.074,0.096,0.055,0.04,0.034,0.034,0.027,0.054,0.011,0.154,0.014,0.005,0.034,0.013,0.038,0.008,0.011,0.011,0.009,0.012,0.007,0.015,0.005,0.009,0.011,0.013,0.078,0.011,0.007,0.002,0.011,1994,48.6208
"87","SS_6.0_40_CCOB_ANTHEM_01_IMPACT_20210311_20210318","Anthem",2021-03-11,2021-03-18,"prod",NA,16.294,0.826,7.611,0.122,1.192,3.139,0.835,0.028,0.056,0.027,0.061,0.873,0.879,0.004,0.018,0.007,0.29,0.002,0.012,0.115,0.163,0.063,0.058,0.037,0.037,0.048,0.07,0.011,0.2,0.014,0.012,0.041,0.027,0.079,0.008,0.029,0.039,0.009,0.012,0.012,0.015,0.005,0.009,0.017,0.013,0.078,0.011,0.007,0.003,0.012,2105,53.6528
"88","SS_6.0_37_CCOB_ANTHEM_01_IMPACT_20210318_20210325","Anthem",2021-03-18,2021-03-25,"prod",NA,20.334,1.038,9.231,0.122,1.561,4.058,1.078,0.003,0.018,0.006,0.086,1.218,1.31,0.004,0.018,0.007,0.491,0.002,0.026,0.177,0.223,0.146,0.082,0.048,0.057,0.058,0.118,0.011,0.29,0.031,0.02,0.06,0.046,0.141,0.008,0.037,0.028,0.009,0.012,0.016,0.015,0.005,0.009,0.022,0.039,0.078,0.011,0.007,0.007,0.02,2131,56.7203
"89","SS_6.0_16_CCOB_ANTHEM_01_IMPACT_20210325_20210401","Anthem",2021-03-25,2021-04-01,"prod",NA,7.475,0.406,3.205,0.064,0.553,1.493,0.496,0.003,0.008,0.006,0.041,0.479,0.529,0.004,0.018,0.007,0.194,0.002,0.012,0.047,0.106,0.057,0.039,0.021,0.034,0.012,0.053,0.011,0.129,0.014,0.01,0.023,0.018,0.044,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.012,0.013,0.078,0.011,0.007,0.001,0.01,2001,52.7443
"90","SS_6.0_57_CCOB_ANTHEM_01_IMPACT_20210401_20210408","Anthem",2021-04-01,2021-04-08,"prod",NA,7.864,0.535,3.038,0.117,0.544,1.395,0.527,0.011,0.008,0.006,0.03,0.459,0.382,0.004,0.018,0.007,0.142,0.005,0.012,0.062,0.075,0.046,0.039,0.033,0.026,0.012,0.021,0.011,0.14,0.014,0.011,0.03,0.016,0.073,0.008,0.023,0.024,0.009,0.012,0.008,0.015,0.005,0.009,0.015,0.029,0.078,0.011,0.007,0.001,0.01,1863,55.62675
"91","SS_6.0_04_CCOB_ANTHEM_01_IMPACT_20210408_20210415","Anthem",2021-04-08,2021-04-15,"prod",NA,5.943,0.292,2.559,0.054,0.387,1.039,0.361,0.007,0.008,0.006,0.026,0.329,0.338,0.004,0.018,0.007,0.136,0.002,0.012,0.039,0.074,0.043,0.016,0.011,0.009,0.012,0.021,0.011,0.079,0.014,0.005,0.022,0.012,0.027,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.001,0.008,1923,52.544
"92","SS_6.0_22_CCOB_ANTHEM_01_IMPACT_20210415_20210422","Anthem",2021-04-15,2021-04-22,"prod",NA,5.825,0.349,2.466,0.056,0.383,1.016,0.437,0.003,0.008,0.006,0.028,0.297,0.302,0.004,0.018,0.007,0.104,0.002,0.012,0.039,0.079,0.019,0.016,0.011,0.023,0.012,0.021,0.011,0.071,0.014,0.005,0.016,0.004,0.032,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.001,0.007,2040,50.74125
