Sample ID,Sampling Site,Start Date Time,Stop Date Time,Ethane,Ethene,Propane,Propene,i-Butane,n-Butane,Ethyne,trans-2-Butene,1-Butene,cis-2-Butene,Cycopentane,i-Pentane,n-Pentane,trans-2-Pentene,1-Pentene,cis-2-Pentene,n-Hexane,Isoprene,"2,4-Dimethylpentane",n-Heptane,Benzene,Cyclohexane,"2,3-Dimethylpentane",2-Methylhexane,3-Methylhexane,"2,2,4-Trimethylpentane",Methylcyclohexane,"2,3,4-Trimethylpentane",Toluene,2-Methylheptane,3-Methylheptane,n-Octane,Ethylbenzene,m- and p-Xylene,Styrene,o-Xylene,n-Nonane,i-Propylbenzene,n-Propylbenzene,3-Ethyltoluene,4-Ethyltoluene,"1,3,5-Trimethylbenzene",2-Ethyltoluene,"1,2,4-Trimethylbenzene",n-Decane,"1,2,3-Trimethylbenzene","1,3-Diethylbenzene","1,4-Diethylbenzene",C2HCl3,C2Cl4,Methane
SS_6.0_50_CCOB_COMMONS_01_IMPACT_20221201_20221208,CCOB_COMMONS_01_IMPACT,2022-12-01,2022-12-08,12.656,1.367,5.526,0.201,1.036,2.685,0.952,0.018,0.029,0.02,0.06,0.868,0.783,0.004,0.018,0.007,0.308,0.005,0.012,0.099,0.198,0.093,0.069,0.045,0.057,0.029,0.077,0.011,0.305,0.034,0.018,0.048,0.04,0.113,0.008,0.047,0.026,0.009,0.012,0.03,0.015,0.005,0.009,0.041,0.013,0.078,0.011,0.007,0.003,0.016,2056
SS_6.0_22_CCOB_COMMONS_01_IMPACT_20221208_20221215,CCOB_COMMONS_01_IMPACT,2022-12-08,2022-12-15,12.199,1.34,5.154,0.224,0.933,2.41,0.89,0.024,0.033,0.02,0.058,0.801,0.741,0.004,0.018,0.007,0.257,0.009,0.012,0.093,0.169,0.085,0.06,0.038,0.061,0.024,0.066,0.011,0.281,0.014,0.014,0.042,0.05,0.132,0.008,0.039,0.037,0.009,0.012,0.016,0.041,0.014,0.009,0.029,0.013,0.078,0.011,0.007,0.002,0.015,2079
SS_6.0_45_CCOB_COMMONS_01_IMPACT_20221215_20221223,CCOB_COMMONS_01_IMPACT,2022-12-15,2022-12-23,14.266,1.997,5.439,0.223,0.896,2.237,1.068,0.01,0.028,0.006,0.05,0.725,0.63,0.004,0.018,0.007,0.274,0.006,0.034,0.09,0.211,0.081,0.064,0.046,0.051,0.026,0.076,0.011,0.284,0.014,0.02,0.032,0.031,0.092,0.008,0.041,0.011,0.009,0.012,0.015,0.015,0.005,0.009,0.023,0.013,0.078,0.011,0.007,0.002,0.013,2087
SS_6.0_44_CCOB_COMMONS_01_IMPACT_20221223_20221229,CCOB_COMMONS_01_IMPACT,2022-12-23,2022-12-29,13.607,1.563,5.439,0.209,1.13,3.199,1.162,0.035,0.035,0.028,0.051,0.971,0.713,0.004,0.018,0.007,0.261,0.011,0.012,0.075,0.164,0.08,0.055,0.036,0.063,0.033,0.051,0.011,0.272,0.014,0.02,0.03,0.03,0.112,0.008,0.033,0.011,0.009,0.012,0.027,0.015,0.012,0.009,0.034,0.013,0.078,0.011,0.007,0.002,0.011,2094
SS_6.0_33_CCOB_COMMONS_01_IMPACT_20221229_20230105,CCOB_COMMONS_01_IMPACT,2022-12-29,2023-01-05,18.582,2.357,9.532,0.338,1.333,3.385,1.645,0.027,0.057,0.023,0.085,1.102,0.962,0.004,0.018,0.007,0.379,0.01,0.031,0.14,0.276,0.11,0.099,0.063,0.091,0.048,0.082,0.011,0.42,0.042,0.028,0.063,0.056,0.181,0.008,0.071,0.049,0.009,0.012,0.025,0.015,0.005,0.009,0.039,0.013,0.078,0.011,0.007,0.003,0.018,2159
SS_6.0_47_CCOB_COMMONS_01_IMPACT_20230105_20230112,CCOB_COMMONS_01_IMPACT,2023-01-05,2023-01-12,15.523,1.929,6.501,0.281,1.083,2.84,1.362,0.02,0.046,0.019,0.071,0.961,0.787,0.004,0.018,0.007,0.354,0.013,0.025,0.159,0.263,0.114,0.081,0.051,0.073,0.052,0.074,0.011,0.442,0.034,0.024,0.058,0.053,0.195,0.008,0.069,0.04,0.009,0.012,0.02,0.015,0.012,0.009,0.038,0.013,0.078,0.011,0.017,0.004,0.021,2108
SS_6.0_44_CCOB_COMMONS_01_IMPACT_20230112_20230119,CCOB_COMMONS_01_IMPACT,2023-01-12,2023-01-19,24.694,2.182,11.832,0.382,2.123,6.04,1.588,0.024,0.05,0.018,0.146,1.913,1.887,0.004,0.018,0.007,0.695,0.006,0.045,0.234,0.325,0.209,0.127,0.066,0.124,0.057,0.144,0.011,0.597,0.052,0.032,0.094,0.068,0.267,0.019,0.089,0.063,0.009,0.012,0.042,0.034,0.027,0.009,0.069,0.098,0.078,0.011,0.016,0.007,0.036,2211
SS_6.0_38_CCOB_COMMONS_01_IMPACT_20230119_20230126,CCOB_COMMONS_01_IMPACT,2023-01-19,2023-01-26,16.725,1.781,6.959,0.268,1.141,3.088,1.287,0.014,0.037,0.015,0.071,0.972,0.862,0.004,0.018,0.007,0.346,0.007,0.033,0.112,0.259,0.019,0.064,0.07,0.051,0.052,0.067,0.011,0.374,0.031,0.027,0.058,0.055,0.159,0.008,0.05,0.039,0.009,0.012,0.027,0.015,0.016,0.009,0.054,0.036,0.078,0.011,0.007,0.003,0.019,2116
SS_6.0_33_CCOB_COMMONS_01_IMPACT_20230126_20230202,CCOB_COMMONS_01_IMPACT,2023-01-26,2023-02-02,14.979,1.144,7.128,0.19,1.129,2.961,0.941,0.011,0.025,0.006,0.064,0.871,0.857,0.004,0.018,0.007,0.334,0.002,0.012,0.087,0.205,0.083,0.057,0.039,0.053,0.025,0.077,0.011,0.229,0.032,0.016,0.048,0.03,0.086,0.008,0.026,0.023,0.009,0.012,0.013,0.015,0.005,0.009,0.023,0.013,0.078,0.011,0.007,0.003,0.013,2114
SS_6.0_51_CCOB_COMMONS_01_IMPACT_20230202_20230209,CCOB_COMMONS_01_IMPACT,2023-02-02,2023-02-09,16.858,1.437,6.599,0.237,1.138,3.279,0.978,0.014,0.032,0.015,0.09,1.063,0.989,0.004,0.018,0.007,0.424,0.01,0.033,0.185,0.22,0.106,0.077,0.054,0.078,0.039,0.101,0.023,0.395,0.036,0.027,0.068,0.049,0.154,0.008,0.051,0.039,0.009,0.012,0.033,0.015,0.017,0.009,0.054,0.03,0.078,0.011,0.007,0.003,0.024,2122
SS_6.0_50_CCOB_COMMONS_01_IMPACT_20230209_20230216,CCOB_COMMONS_01_IMPACT,2023-02-09,2023-02-16,17.296,1.6,6.721,0.251,1.246,3.477,1.14,0.016,0.035,0.013,0.084,1.184,1.022,0.004,0.018,0.007,0.455,0.011,0.033,0.15,0.252,0.123,0.077,0.067,0.084,0.049,0.093,0.011,0.391,0.038,0.021,0.072,0.057,0.161,0.008,0.058,0.037,0.009,0.012,0.029,0.015,0.013,0.009,0.051,0.013,0.078,0.011,0.007,0.004,0.024,2124
SS_6.0_34_CCOB_COMMONS_01_IMPACT_20230216_20230223,CCOB_COMMONS_01_IMPACT,2023-02-16,2023-02-23,7.385,0.756,2.351,0.162,0.411,1.201,0.658,0.014,0.021,0.006,0.03,0.397,0.294,0.004,0.018,0.007,0.132,0.002,0.012,0.046,0.146,0.019,0.016,0.023,0.031,0.012,0.021,0.011,0.185,0.014,0.005,0.03,0.025,0.074,0.008,0.011,0.036,0.009,0.012,0.011,0.015,0.005,0.009,0.023,0.055,0.078,0.011,0.007,0.012,0.01,1996
SS_6.0_51_CCOB_COMMONS_01_IMPACT_20230223_20230302,CCOB_COMMONS_01_IMPACT,2023-02-23,2023-03-02,12.262,1.184,4.729,0.171,0.81,2.329,1.035,0.01,0.026,0.006,0.048,0.766,0.629,0.004,0.018,0.007,0.292,0.005,0.012,0.085,0.203,0.085,0.062,0.035,0.057,0.043,0.051,0.011,0.257,0.03,0.019,0.034,0.035,0.102,0.008,0.038,0.011,0.009,0.012,0.019,0.015,0.005,0.009,0.035,0.013,0.078,0.011,0.007,0.01,0.014,2050
SS_6.0_56_CCOB_COMMONS_01_IMPACT_20230302_20230309,CCOB_COMMONS_01_IMPACT,2023-03-02,2023-03-09,10.3,0.878,4.541,0.111,0.68,1.881,0.847,0.008,0.018,0.006,0.044,0.586,0.559,0.004,0.018,0.007,0.201,0.002,0.012,0.053,0.161,0.06,0.032,0.025,0.022,0.012,0.043,0.011,0.192,0.014,0.022,0.045,0.022,0.084,0.008,0.023,0.029,0.009,0.012,0.015,0.015,0.005,0.009,0.023,0.031,0.078,0.011,0.007,0.005,0.013,2037
SS_6.0_46_CCOB_COMMONS_01_IMPACT_20230309_20230316,CCOB_COMMONS_01_IMPACT,2023-03-09,2023-03-16,7.865,0.617,3.191,0.118,0.518,1.455,0.569,0.003,0.023,0.006,0.035,0.49,0.402,0.004,0.018,0.007,0.153,0.002,0.012,0.053,0.125,0.056,0.016,0.034,0.027,0.027,0.021,0.011,0.183,0.014,0.005,0.028,0.026,0.073,0.008,0.027,0.011,0.009,0.012,0.012,0.015,0.005,0.009,0.029,0.058,0.078,0.011,0.007,0.003,0.012,1992
SS_6.0_38_CCOB_COMMONS_01_IMPACT_20230316_20230323,CCOB_COMMONS_01_IMPACT,2023-03-16,2023-03-23,7.656,0.55,2.896,0.09,0.426,1.144,0.57,0.009,0.008,0.006,0.019,0.363,0.329,0.004,0.018,0.007,0.108,0.002,0.012,0.034,0.107,0.019,0.016,0.024,0.022,0.012,0.021,0.011,0.135,0.014,0.005,0.026,0.022,0.069,0.008,0.025,0.024,0.009,0.012,0.025,0.015,0.02,0.009,0.063,0.043,0.078,0.011,0.007,0.003,0.008,2023
SS_6.0_52_CCOB_COMMONS_01_IMPACT_20230323_20230330,CCOB_COMMONS_01_IMPACT,2023-03-23,2023-03-30,9.006,0.684,3.539,0.108,0.527,1.35,0.679,0.013,0.021,0.006,0.035,0.433,0.395,0.004,0.018,0.007,0.154,0.002,0.012,0.046,0.151,0.019,0.016,0.018,0.029,0.028,0.021,0.011,0.169,0.014,0.005,0.029,0.019,0.049,0.008,0.033,0.011,0.009,0.012,0.01,0.015,0.005,0.009,0.019,0.044,0.078,0.011,0.007,0.003,0.01,2066
SS_6.0_22_CCOB_COMMONS_01_IMPACT_20230330_20230406,CCOB_COMMONS_01_IMPACT,2023-03-30,2023-04-06,5.09,0.444,1.853,0.111,0.251,0.695,0.406,0.003,0.008,0.006,0.005,0.223,0.209,0.004,0.018,0.007,0.059,0.002,0.012,0.009,0.089,0.019,0.016,0.011,0.009,0.012,0.021,0.011,0.075,0.014,0.005,0.013,0.004,0.021,0.008,0.011,0.011,0.009,0.012,0.003,0.015,0.005,0.009,0.005,0.013,0.078,0.011,0.007,0.001,0.007,1984
SS_6.0_55_CCOB_COMMONS_01_IMPACT_20230406_20230413,CCOB_COMMONS_01_IMPACT,2023-04-06,2023-04-13,7.055,0.649,1.798,0.122,0.377,1.175,0.502,0.012,0.027,0.012,0.02,0.501,0.343,0.004,0.018,0.007,0.15,0.01,0.012,0.05,0.117,0.045,0.016,0.027,0.043,0.038,0.021,0.011,0.227,0.014,0.005,0.019,0.018,0.077,0.008,0.026,0.011,0.009,0.012,0.009,0.015,0.005,0.009,0.015,0.013,0.078,0.011,0.007,0.003,0.015,1988
SS_6.0_53_CCOB_COMMONS_01_IMPACT_20230413_20230420,CCOB_COMMONS_01_IMPACT,2023-04-13,2023-04-20,5.592,0.45,2.024,0.096,0.334,0.932,0.415,0.008,0.008,0.006,0.021,0.37,0.313,0.004,0.018,0.007,0.127,0.006,0.012,0.066,0.11,0.053,0.032,0.03,0.024,0.029,0.021,0.011,0.131,0.014,0.015,0.026,0.019,0.054,0.008,0.026,0.031,0.009,0.012,0.007,0.015,0.005,0.009,0.016,0.03,0.078,0.011,0.007,0.003,0.01,1970
SS_6.0_46_CCOB_COMMONS_01_IMPACT_20230420_20230427,CCOB_COMMONS_01_IMPACT,2023-04-20,2023-04-27,6.299,0.488,1.92,0.094,0.303,0.78,0.427,0.008,0.017,0.006,0.018,0.315,0.246,0.004,0.018,0.007,0.091,0.008,0.012,0.042,0.103,0.019,0.016,0.015,0.009,0.012,0.021,0.011,0.125,0.014,0.005,0.015,0.014,0.052,0.008,0.023,0.011,0.009,0.012,0.007,0.015,0.005,0.009,0.011,0.013,0.078,0.011,0.007,0.001,0.011,1987
SS_6.0_45_CCOB_COMMONS_01_IMPACT_20230427_20230504,CCOB_COMMONS_01_IMPACT,2023-04-27,2023-05-04,6.377,0.492,2.63,0.091,0.393,1.134,0.362,0.003,0.008,0.006,0.024,0.453,0.385,0.004,0.018,0.007,0.147,0.011,0.012,0.06,0.101,0.019,0.016,0.032,0.026,0.029,0.021,0.011,0.178,0.014,0.005,0.037,0.022,0.064,0.008,0.025,0.03,0.009,0.012,0.01,0.015,0.005,0.009,0.019,0.013,0.078,0.011,0.007,0.002,0.011,1971
SS_6.0_02_CCOB_COMMONS_01_IMPACT_20230504_20230511,CCOB_COMMONS_01_IMPACT,2023-05-04,2023-05-11,6.003,0.408,2.502,0.079,0.379,1.069,0.301,0.003,0.008,0.006,0.021,0.452,0.406,0.004,0.018,0.007,0.163,0.006,0.012,0.041,0.076,0.042,0.039,0.026,0.03,0.024,0.021,0.011,0.155,0.014,0.01,0.027,0.015,0.053,0.008,0.011,0.011,0.009,0.012,0.013,0.015,0.005,0.009,0.024,0.013,0.078,0.011,0.007,0.002,0.01,1977
SS_6.0_12_CCOB_COMMONS_01_IMPACT_20230511_20230518,CCOB_COMMONS_01_IMPACT,2023-05-11,2023-05-18,5.044,0.923,2.365,0.494,0.348,0.928,0.294,0.017,0.054,0.017,0.029,0.349,0.355,0.004,0.018,0.007,0.116,0.018,0.012,0.05,0.111,NA,0.016,0.018,0.009,0.012,0.021,0.011,0.139,0.014,0.01,0.055,0.018,0.051,0.008,0.011,0.028,0.009,0.012,0.01,0.015,0.005,0.009,0.014,0.013,0.078,0.011,0.007,0.001,0.008,1879
SS_6.0_45_CCOB_COMMONS_01_IMPACT_20230518_20230525,CCOB_COMMONS_01_IMPACT,2023-05-18,2023-05-25,8.378,1.098,3.475,0.124,0.484,1.279,0.843,0.01,0.029,0.006,0.038,0.652,0.529,0.004,0.018,0.007,0.222,0.023,0.012,0.068,0.284,0.042,0.038,0.017,0.035,0.012,0.021,0.011,0.333,0.014,0.019,0.047,0.043,0.112,0.008,0.047,0.028,0.009,0.012,0.022,0.015,0.011,0.009,0.036,0.013,0.078,0.011,0.007,0.003,0.018,2106
SS_6.0_26_CCOB_COMMONS_01_IMPACT_20230525_20230601,CCOB_COMMONS_01_IMPACT,2023-05-25,2023-06-01,6.424,0.567,2.763,0.123,0.398,1.079,0.328,0.01,0.025,0.006,0.032,0.542,0.462,0.004,0.018,0.007,0.154,0.029,0.012,0.053,0.096,0.044,0.016,0.011,0.025,0.028,0.021,0.011,0.226,0.014,0.01,0.033,0.029,0.082,0.008,0.034,0.011,0.009,0.012,0.013,0.015,0.005,0.009,0.027,0.013,0.078,0.011,0.007,0.002,0.014,2033
SS_6.0_45_CCOB_COMMONS_01_IMPACT_20230601_20230608,CCOB_COMMONS_01_IMPACT,2023-06-01,2023-06-08,6.453,0.553,2.579,0.095,0.432,1.134,0.332,0.011,0.026,0.006,0.047,1.274,0.644,0.004,0.018,0.007,0.196,0.021,0.012,0.051,0.096,0.019,0.038,0.033,0.036,0.034,0.021,0.011,0.254,0.014,0.015,0.036,0.027,0.087,0.008,0.037,0.011,0.009,0.012,0.019,0.015,0.011,0.009,0.034,0.034,0.078,0.011,0.007,0.004,0.017,2054
SS_6.0_04_CCOB_COMMONS_01_IMPACT_20230608_20230615,CCOB_COMMONS_01_IMPACT,2023-06-08,2023-06-15,6.176,0.571,2.337,0.115,0.391,1.003,0.406,0.01,0.026,0.006,0.037,0.641,0.453,0.004,0.018,0.007,0.188,0.041,0.012,0.07,0.113,0.045,0.045,0.029,0.037,0.04,0.021,0.011,0.249,0.014,0.012,0.038,0.034,0.091,0.008,0.042,0.011,0.009,0.012,0.023,0.015,0.011,0.009,0.037,0.013,0.078,0.011,0.007,0.002,0.012,2058
SS_6.0_51_CCOB_COMMONS_01_IMPACT_20230615_20230622,CCOB_COMMONS_01_IMPACT,2023-06-15,2023-06-22,5.583,0.494,2.125,0.105,0.354,0.891,0.293,0.008,0.023,0.006,0.027,0.574,0.423,0.004,0.018,0.007,0.136,0.082,0.012,0.057,0.099,0.046,0.016,0.017,0.024,0.012,0.021,0.011,0.228,0.014,0.005,0.032,0.023,0.1,0.008,0.011,0.023,0.009,0.012,0.022,0.015,0.005,0.009,0.037,0.013,0.078,0.011,0.007,0.006,0.012,2038
SS_6.0_15_CCOB_COMMONS_01_IMPACT_20230622_20230629,CCOB_COMMONS_01_IMPACT,2023-06-22,2023-06-29,5.832,0.365,2.795,0.079,0.416,1.145,0.238,0.003,0.02,0.006,0.031,0.517,0.439,0.004,0.018,0.007,0.183,0.117,0.012,0.08,0.089,0.019,0.051,0.021,0.048,0.012,0.021,0.011,0.415,0.014,0.011,0.035,0.017,0.064,0.008,0.023,0.011,0.009,0.012,0.014,0.015,0.013,0.009,0.018,0.013,0.078,0.011,0.007,0.002,0.011,2035
SS_6.0_56_CCOB_COMMONS_01_IMPACT_20230629_20230706,CCOB_COMMONS_01_IMPACT,2023-06-29,2023-07-06,4.38,0.46,1.505,0.119,0.29,0.711,0.302,0.009,0.03,0.006,0.028,0.538,0.38,0.004,0.018,0.007,0.144,0.126,0.012,0.059,0.098,0.019,0.032,0.018,0.009,0.032,0.021,0.011,0.236,0.014,0.014,0.035,0.027,0.097,0.008,0.032,0.029,0.009,0.012,0.023,0.015,0.012,0.009,0.034,0.013,0.078,0.011,0.007,0.001,0.014,2017
SS_6.0_37_CCOB_COMMONS_01_IMPACT_20230706_20230713,CCOB_COMMONS_01_IMPACT,2023-07-06,2023-07-13,5.616,0.666,2.518,0.154,0.433,1.056,0.324,0.012,0.055,0.015,0.039,0.731,0.525,0.004,0.018,0.007,0.2,0.289,0.012,0.065,0.437,0.019,0.04,0.025,0.034,0.04,0.021,0.011,0.714,0.014,0.014,0.034,0.033,0.126,0.008,0.046,0.011,0.009,0.012,0.023,0.015,0.005,0.009,0.05,0.013,0.078,0.011,0.017,0.004,0.014,2042
SS_6.0_50_CCOB_COMMONS_01_IMPACT_20230713_20230720,CCOB_COMMONS_01_IMPACT,2023-07-13,2023-07-20,5.534,0.508,2.359,0.128,0.374,0.947,0.28,0.009,0.04,0.006,0.032,0.691,0.489,0.004,0.018,0.007,0.196,0.313,0.012,0.086,0.307,0.019,0.016,0.016,0.021,0.033,0.021,0.011,0.558,0.014,0.012,0.047,0.028,0.101,0.017,0.052,0.024,0.009,0.012,0.028,0.015,0.012,0.009,0.024,0.013,0.078,0.011,0.007,0.005,0.038,2033
SS_6.0_42_CCOB_COMMONS_01_IMPACT_20230720_20230727,CCOB_COMMONS_01_IMPACT,2023-07-20,2023-07-27,5.32,0.613,1.975,0.143,0.378,0.878,0.326,0.013,0.044,0.013,0.035,0.719,0.472,0.004,0.018,0.007,0.174,0.386,0.041,0.077,0.29,0.04,0.045,0.022,0.024,0.053,0.046,0.011,0.55,0.014,0.014,0.049,0.035,0.115,0.038,0.051,0.011,0.009,0.012,0.043,0.015,0.038,0.023,0.07,0.013,0.078,0.011,0.027,0.007,0.018,2004
SS_6.0_39_CCOB_COMMONS_01_IMPACT_20230720_20230803,CCOB_COMMONS_01_IMPACT,2023-07-27,2023-08-03,6.61,0.527,2.882,0.115,0.47,1.206,0.271,0.003,0.027,0.006,0.042,0.683,0.547,0.004,0.018,0.007,0.204,0.175,0.012,0.089,0.238,0.056,0.016,0.021,0.033,0.044,0.021,0.011,0.44,0.014,0.017,0.05,0.028,0.1,0.008,0.035,0.027,0.009,0.012,0.025,0.015,0.012,0.009,0.034,0.013,0.078,0.011,0.007,0.006,0.011,2047
SS_6.0_55_CCOB_COMMONS_01_IMPACT_20230803_20230810,CCOB_COMMONS_01_IMPACT,2023-08-03,2023-08-10,6.699,0.457,2.87,0.092,0.425,1.153,0.305,0.003,0.021,0.006,0.033,0.602,0.506,0.004,0.018,0.007,0.218,0.115,0.012,0.095,0.21,0.052,0.051,0.043,0.031,0.035,0.046,0.011,0.32,0.014,0.013,0.06,0.018,0.091,0.008,0.029,0.032,0.009,0.012,0.01,0.015,0.005,0.009,0.014,0.013,0.078,0.011,0.007,0.004,0.014,2067
SS_6.0_39_CCOB_COMMONS_01_IMPACT_20230810_20230817,CCOB_COMMONS_01_IMPACT,2023-08-10,2023-08-17,5.785,0.508,2.3,0.113,0.388,0.996,0.309,0.007,0.026,0.006,0.038,0.632,0.476,0.004,0.018,0.007,0.212,0.212,0.012,0.076,0.188,0.019,0.016,0.011,0.009,0.043,0.021,0.011,0.339,0.014,0.005,0.044,0.027,0.12,0.008,0.031,0.052,0.009,0.012,0.024,0.015,0.015,0.009,0.049,0.027,0.078,0.011,0.007,0.003,0.013,2055
SS_6.0_38_CCOB_COMMONS_01_IMPACT_20230817_20230824,CCOB_COMMONS_01_IMPACT,2023-08-17,2023-08-24,6.268,0.59,2.404,0.127,0.403,1.023,0.309,0.014,0.034,0.015,0.057,0.746,0.647,0.008,0.018,0.007,0.47,0.382,0.012,0.337,0.26,0.069,0.085,0.072,0.097,0.037,0.145,0.011,0.42,0.081,0.054,0.31,0.036,0.145,0.008,0.058,0.191,0.009,0.012,0.033,0.015,0.019,0.009,0.05,0.112,0.078,0.011,0.015,0.004,0.012,1975
SS_6.0_31_CCOB_COMMONS_01_IMPACT_20230824_20230831,CCOB_COMMONS_01_IMPACT,2023-08-24,2023-08-31,5.581,0.851,2.756,0.194,0.385,0.974,0.296,0.015,0.117,0.018,0.057,0.768,0.741,0.004,0.018,0.007,0.571,0.146,0.033,0.344,0.175,0.164,0.137,0.064,0.107,0.03,0.142,0.011,0.401,0.113,0.052,0.292,0.043,0.134,0.008,0.059,0.099,0.009,0.012,0.03,0.015,0.015,0.009,0.033,0.051,0.078,0.011,0.007,0.007,0.014,1997
SS_6.0_50_CCOB_COMMONS_01_IMPACT_20230831_20230907,CCOB_COMMONS_01_IMPACT,2023-08-31,2023-09-07,5.399,0.544,1.803,0.102,0.316,0.756,0.319,0.014,0.067,0.018,0.038,0.601,0.435,0.004,0.018,0.007,0.208,0.245,0.012,0.08,0.19,0.019,0.039,0.025,0.034,0.078,0.021,0.011,0.342,0.014,0.028,0.048,0.042,0.127,0.008,0.046,0.033,0.009,0.012,0.022,0.015,0.011,0.009,0.045,0.033,0.078,0.011,0.007,0.004,0.018,2026
SS_6.0_55_CCOB_COMMONS_01_IMPACT_20230907_20230914,CCOB_COMMONS_01_IMPACT,2023-09-07,2023-09-14,8.593,0.637,3.771,0.146,0.54,1.39,0.366,0.009,0.041,0.006,0.05,0.821,0.64,0.004,0.018,0.007,0.26,0.093,0.012,0.091,0.206,0.057,0.041,0.023,0.029,0.035,0.045,0.011,0.327,0.014,0.015,0.071,0.033,0.117,0.008,0.048,0.033,0.009,0.012,0.022,0.015,0.013,0.009,0.032,0.042,0.078,0.011,0.007,0.005,0.015,2092
SS_6.0_01_CCOB_COMMONS_01_IMPACT_20230914_20230921,CCOB_COMMONS_01_IMPACT,2023-09-14,2023-09-21,5.87,0.796,1.659,0.174,0.3,0.683,0.392,0.014,0.055,0.015,0.032,0.552,0.384,0.004,0.018,0.007,0.2,0.083,0.012,0.094,0.188,0.019,0.033,0.021,0.035,0.043,0.021,0.011,0.35,0.014,0.014,0.066,0.034,0.13,0.017,0.046,0.04,0.009,0.012,0.027,0.015,0.014,0.009,0.038,0.048,0.078,0.011,0.014,0.004,0.013,2069
SS_6.0_31_CCOB_COMMONS_01_IMPACT_20230921_20230928,CCOB_COMMONS_01_IMPACT,2023-09-21,2023-09-28,8.181,0.735,2.523,0.16,0.46,1.149,0.42,0.013,0.043,0.013,0.037,0.723,0.512,0.004,0.018,0.007,0.217,0.1,0.012,0.086,0.178,0.05,0.039,0.035,0.033,0.049,0.021,0.011,0.368,0.014,0.017,0.055,0.045,0.145,0.008,0.04,0.011,0.009,0.012,0.04,0.015,0.016,0.009,0.046,0.027,0.078,0.011,0.007,0.004,0.016,2100
SS_6.0_56_CCOB_COMMONS_01_IMPACT_20230928_20231005,CCOB_COMMONS_01_IMPACT,2023-09-28,2023-10-05,7.276,0.566,2.346,0.12,0.423,1.121,0.332,0.011,0.03,0.006,0.031,0.624,0.489,0.004,0.018,0.007,0.167,0.053,0.012,0.085,0.161,0.039,0.045,0.023,0.031,0.037,0.021,0.011,0.261,0.014,0.012,0.048,0.025,0.11,0.008,0.044,0.036,0.009,0.012,0.031,0.015,0.011,0.009,0.038,0.013,0.078,0.011,0.007,0.005,0.013,2062
SS_6.0_34_CCOB_COMMONS_01_IMPACT_20231005_20231012,CCOB_COMMONS_01_IMPACT,2023-10-05,2023-10-12,9.713,0.914,2.756,0.177,0.645,1.665,0.503,0.027,0.041,0.024,0.052,0.921,0.619,0.011,0.018,0.007,0.286,0.047,0.012,0.119,0.146,0.065,0.068,0.035,0.055,0.06,0.021,0.011,0.381,0.014,0.017,0.07,0.044,0.172,0.016,0.061,0.044,0.009,0.012,0.036,0.015,0.016,0.009,0.06,0.033,0.078,0.011,0.007,0.003,0.03,2107
SS_6.0_09_CCOB_COMMONS_01_IMPACT_20231012_20231019,CCOB_COMMONS_01_IMPACT,2023-10-12,2023-10-19,8.61,0.969,2.593,0.17,0.558,1.392,0.577,0.014,0.031,0.012,0.036,0.736,0.541,0.01,0.018,0.007,0.229,0.028,0.012,0.113,0.18,0.161,0.088,0.065,0.101,0.036,0.056,0.026,0.441,0.014,0.033,0.063,0.062,0.215,0.008,0.072,0.054,0.009,0.012,0.015,0.015,0.018,0.009,0.034,0.062,0.078,0.011,0.007,0.003,0.025,2080
SS_6.0_04_CCOB_COMMONS_01_IMPACT_20231019_20231026,CCOB_COMMONS_01_IMPACT,2023-10-19,2023-10-26,12.365,1.003,4.908,0.19,0.928,2.418,0.598,0.022,0.043,0.014,0.055,1.073,0.909,0.004,0.018,0.007,0.324,0.023,0.012,0.149,0.174,0.101,0.057,0.038,0.059,0.07,0.066,0.011,0.404,0.029,0.024,0.087,0.043,0.189,0.008,0.061,0.032,0.009,0.012,0.031,0.015,0.017,0.009,0.049,0.032,0.078,0.011,0.007,0.001,0.026,2154
SS_6.0_30_CCOB_COMMONS_01_IMPACT_20231026_20231102,CCOB_COMMONS_01_IMPACT,2023-10-26,2023-11-02,12.178,1.636,4.392,0.302,0.772,1.865,1.119,0.017,0.042,0.018,0.062,0.809,0.616,NA,0.018,0.007,0.28,0.015,0.012,0.107,0.22,0.048,0.04,0.016,0.045,0.04,0.061,0.011,0.296,0.014,0.022,0.035,0.044,0.18,0.008,0.102,0.04,0.009,0.012,0.037,0.015,0.022,0.009,0.046,0.013,0.078,0.011,0.016,0.001,0.024,2206
SS_6.0_03_CCOB_COMMONS_01_IMPACT_20231102_20231109,CCOB_COMMONS_01_IMPACT,2023-11-02,2023-11-09,7.131,0.799,2.255,0.153,0.491,1.234,0.498,0.008,0.019,0.006,0.033,0.577,0.439,0.004,0.018,0.007,0.145,0.007,0.012,0.063,0.126,0.041,0.033,0.027,0.034,0.037,0.045,0.011,0.223,0.014,0.016,0.048,0.031,0.105,0.008,0.031,0.034,0.009,0.012,0.013,0.015,0.012,0.009,0.03,0.013,0.078,0.011,0.007,0.002,0.019,2092
